Parallel	4	4	5.3e-05
Parallel	25	7400	250.768
Parallel	25	7600	271.251
Parallel	25	7800	287.055
Parallel	25	8000	319.45
Parallel	4	60	0.000224
Parallel	9	60	0.002042
Parallel	16	60	0.001418
Parallel	25	60	0.01575
Parallel	4	120	0.002098
Parallel	9	120	0.00227
Parallel	16	120	0.001996
Parallel	25	120	0.015186
Parallel	4	180	0.006397
Parallel	9	180	0.005031
Parallel	16	180	0.096022
Parallel	25	180	0.010019
Parallel	4	240	0.007755
Parallel	9	240	0.008556
Parallel	16	240	0.005718
Parallel	25	240	0.005972
Parallel	4	300	0.014396
Parallel	9	300	0.014017
Parallel	16	300	0.008142
Parallel	25	300	0.008129
Parallel	4	360	0.023319
Parallel	9	360	0.01717
Parallel	16	360	0.012572
Parallel	25	360	1.00867
Parallel	4	420	0.062266
Parallel	9	420	0.0221
Parallel	16	420	0.017326
Parallel	25	420	0.025334
Parallel	4	480	0.055877
Parallel	9	480	0.038586
Parallel	16	480	0.017376
Parallel	25	480	0.214478
Parallel	4	540	0.078193
Parallel	9	540	0.042521
Parallel	16	540	0.023475
Parallel	25	540	0.434664
Parallel	4	600	0.085197
Parallel	9	600	0.063912
Parallel	16	600	0.032079
Parallel	25	600	0.245421
Parallel	4	660	0.108071
Parallel	9	660	0.074314
Parallel	16	660	0.038352
Parallel	25	660	0.05278
Parallel	4	720	0.145957
Parallel	9	720	0.099872
Parallel	16	720	0.05191
Parallel	25	720	0.09318
Parallel	4	780	0.39359
Parallel	9	780	0.169373
Parallel	16	780	0.109505
Parallel	25	780	0.253708
Parallel	4	840	0.473056
Parallel	9	840	0.131355
Parallel	16	840	0.132502
Parallel	25	840	0.266786
Parallel	4	900	0.370585
Parallel	9	900	0.160019
Parallel	16	900	0.092789
Parallel	25	900	1.27484
Parallel	4	960	0.432226
Parallel	9	960	0.327447
Parallel	16	960	0.111143
Parallel	25	960	0.68311
Parallel	4	1020	0.546755
Parallel	9	1020	0.226178
Parallel	16	1020	0.149311
Parallel	25	1020	1.1182
Parallel	4	1080	0.566114
Parallel	9	1080	0.278752
Parallel	16	1080	0.201403
Parallel	25	1080	1.32522
Parallel	4	1140	0.749845
Parallel	9	1140	0.340127
Parallel	16	1140	0.193666
Parallel	25	1140	0.535872
Parallel	4	1200	0.743249
Parallel	9	1200	0.371697
Parallel	16	1200	0.203714
Parallel	25	1200	0.782032
Parallel	4	1260	1.78263
Parallel	9	1260	0.762086
Parallel	16	1260	0.458096
Parallel	25	1260	0.683676
Parallel	4	1320	1.56502
Parallel	9	1320	0.479743
Parallel	16	1320	0.264107
Parallel	25	1320	0.426221
Parallel	4	1380	1.4666
Parallel	9	1380	0.584787
Parallel	16	1380	0.386318
Parallel	25	1380	0.437667
Parallel	4	1440	1.52299
Parallel	9	1440	0.781593
Parallel	16	1440	0.354446
Parallel	25	1440	0.693287
Parallel	4	1500	3.3723
Parallel	9	1500	0.939196
Parallel	16	1500	0.453695
Parallel	25	1500	1.48536
Parallel	4	1560	4.93042
Parallel	9	1560	0.843451
Parallel	16	1560	0.86052
Parallel	25	1560	0.816721
Parallel	4	1620	5.69313
Parallel	9	1620	0.981225
Parallel	16	1620	0.642026
Parallel	25	1620	1.74757
Parallel	4	1680	7.72656
Parallel	9	1680	1.06902
Parallel	16	1680	1.05109
Parallel	25	1680	0.982443
Parallel	4	1740	10.6546
Parallel	9	1740	1.92264
Parallel	16	1740	1.10374
Parallel	25	1740	0.843091
Parallel	4	1800	13.0861
Parallel	9	1800	1.27965
Parallel	16	1800	0.862311
Parallel	25	1800	1.66815
Parallel	4	1860	16.5515
Parallel	9	1860	1.4683
Parallel	16	1860	0.981872
Parallel	25	1860	1.33969
Parallel	4	1920	20.3735
Parallel	9	1920	3.41646
Parallel	16	1920	0.98112
Parallel	25	1920	2.42809
Parallel	4	1980	26.4689
Parallel	9	1980	2.55788
Parallel	16	1980	1.15335
Parallel	25	1980	1.26371
Parallel	4	2040	29.9924
Parallel	9	2040	2.09957
Parallel	16	2040	1.28276
Parallel	25	2040	2.21636
Parallel	4	2100	35.015
Parallel	9	2100	2.28425
Parallel	16	2100	1.36989
Parallel	25	2100	3.30145
Parallel	4	2160	35.2106
Parallel	9	2160	2.53002
Parallel	16	2160	1.30046
Parallel	25	2160	2.34035
Parallel	4	2220	41.7846
Parallel	9	2220	3.47244
Parallel	16	2220	1.61908
Parallel	25	2220	2.3104
Parallel	4	2280	43.4937
Parallel	9	2280	4.74541
Parallel	16	2280	1.827
Parallel	25	2280	1.59587
Parallel	4	2340	48.6641
Parallel	9	2340	8.01531
Parallel	16	2340	3.03359
Parallel	25	2340	3.4233
Parallel	4	2400	48.9338
Parallel	9	2400	9.74948
Parallel	16	2400	1.71822
Parallel	25	2400	2.59465
Parallel	4	2460	58.0805
Parallel	9	2460	11.5224
Parallel	16	2460	2.24126
Parallel	25	2460	1.67745
Parallel	4	2520	58.7663
Parallel	9	2520	13.039
Parallel	16	2520	3.82214
Parallel	25	2520	3.81552
Parallel	4	2580	67.9204
Parallel	9	2580	17.2024
Parallel	16	2580	3.47413
Parallel	25	2580	3.75783
Parallel	4	2640	69.3425
Parallel	9	2640	17.7539
Parallel	16	2640	3.47401
Parallel	25	2640	2.05106
Parallel	4	12	6.1e-05
Parallel	9	12	0.001608
Parallel	16	12	0.001817
Parallel	4	24	7.8e-05
Parallel	9	24	0.001424
Parallel	16	24	0.00153
Parallel	4	36	0.00012
Parallel	9	36	0.001946
Parallel	16	36	0.001713
Parallel	4	48	0.000145
Parallel	9	48	0.001966
Parallel	16	48	0.001888
Parallel	4	60	0.000445
Parallel	9	60	0.001738
Parallel	16	60	0.001908
Parallel	25	5	0.032346
Parallel	25	10	0.052031
Parallel	25	15	0.032972
Parallel	25	20	0.009597
Parallel	25	25	0.020963
Parallel	25	30	0.015059
Parallel	25	35	0.00343
Parallel	25	40	0.012459
Parallel	25	45	0.003148
Parallel	25	50	0.014743
Parallel	25	55	0.01541
Parallel	25	60	0.028511
Parallel	4	4000	263.488
Parallel	4	4200	317.544
Parallel	4	2640	69.3462
Parallel	9	2640	18.1441
Parallel	16	2640	3.46486
Parallel	25	2640	2.91299
Parallel	4	3420	164.726
Parallel	9	3420	65.5759
Parallel	16	3420	22.6242
Parallel	25	3420	5.03738
Parallel	4	4200	300.832
Parallel	16	4200	76.1635
Parallel	25	4200	24.33
Parallel	9	4200	134.956
Parallel	9	5040	222.941
Parallel	9	5400	289.67
Parallel	9	4200	126.26
Parallel	16	4200	63.5839
Parallel	25	4200	23.8773
Parallel	9	4320	130.947
Parallel	16	4320	69.209
Parallel	25	4320	29.4036
Parallel	9	4440	149.702
Parallel	16	4440	76.2452
Parallel	25	4440	34.8859
Parallel	9	4560	161.752
Parallel	16	4560	83.2093
Parallel	25	4560	39.294
Parallel	9	4680	173.006
Parallel	16	4680	106.405
Parallel	25	4680	46.69
Parallel	9	4800	191.671
Parallel	16	4800	98.4741
Parallel	25	4800	53.7281
Parallel	9	4920	206.682
Parallel	16	4920	106.796
Parallel	25	4920	73.2965
Parallel	9	5040	222.867
Parallel	16	5040	133.377
Parallel	25	5040	75.9484
Parallel	9	5160	256.328
Parallel	16	5160	154.831
Parallel	25	5160	89.4574
Parallel	9	5280	263.961
Parallel	16	5280	135.944
Parallel	25	5280	81.4933
Parallel	9	5400	293.726
Parallel	16	5400	173.573
Parallel	25	5400	89.6404
Parallel	9	5520	296.503
Parallel	16	5520	153.834
Parallel	25	5520	92.7113
Parallel	16	5520	169.379
Parallel	25	5520	93.5755
Parallel	16	5640	192.852
Parallel	25	5640	106.999
Parallel	16	5760	170.755
Parallel	25	5760	120.343
Parallel	16	5880	221.164
Parallel	25	5880	124.568
Parallel	16	6000	205.388
Parallel	25	6000	128.733
Parallel	16	6120	216.341
Parallel	25	6120	143.861
Parallel	16	6240	223.588
Parallel	25	6240	139.611
Parallel	16	6360	267.126
Parallel	25	6360	153.609
Parallel	16	6480	259.798
Parallel	25	6480	160.399
Parallel	16	6600	274.494
Parallel	25	6600	177.343
Parallel	16	6720	280.514
