PA1 timing test,
srun -N2 PA1 10000 30 10000,
The following timings are the average of 30 tests:,
Integers , Seconds
3160,0.0004299
3161,0.0004298
3162,0.000429767
3163,0.0004299
3164,0.000429967
3165,0.000429933
3166,0.000429833
3167,0.0004299
3168,0.0004298
3169,0.000429967
3170,0.000429833
3171,0.000429833
3172,0.0004299
3173,0.000429833
3174,0.00043
3175,0.000429933
3176,0.000429833
3177,0.0004298
3178,0.000429767
3179,0.0004299
3180,0.00043
3181,0.0004298
3182,0.000429833
3183,0.000429833
3184,0.000429833
3185,0.0004299
3186,0.0004298
3187,0.000430033
3188,0.000430167
3189,0.0004296
3190,0.000429933
3191,0.00043
3192,0.000429833
3193,0.00043
3194,0.000429867
3195,0.000429767
3196,0.000429933
3197,0.000429867
3198,0.000429867
3199,0.000429933
3200,0.0004299
3201,0.000429933
3202,0.0004299
3203,0.000429967
3204,0.0004442
3205,0.000429867
3206,0.000429833
3207,0.0004299
3208,0.000429767
3209,0.00043
3210,0.000429933
3211,0.000429867
3212,0.000429867
3213,0.0004299
3214,0.0004299
3215,0.000429867
3216,0.000429833
3217,0.000429967
3218,0.000439467
3219,0.000429833
3220,0.000429933
3221,0.000429833
3222,0.0004299
3223,0.000429967
3224,0.000429867
3225,0.0004299
3226,0.000429867
3227,0.000429867
3228,0.000429933
3229,0.000429933
3230,0.0004299
3231,0.000429967
3232,0.0004298
3233,0.000429867
3234,0.0004297
3235,0.000429967
3236,0.00043
3237,0.0004298
3238,0.0004299
3239,0.0004298
3240,0.000429767
3241,0.000429967
3242,0.000429833
3243,0.0004299
3244,0.000429933
3245,0.000429767
3246,0.000429933
3247,0.000429967
3248,0.0004297
3249,0.000429933
3250,0.000429867
3251,0.000429933
3252,0.0004347
3253,0.000429833
3254,0.000429833
3255,0.000429967
3256,0.000429867
3257,0.000429933
3258,0.000429833
3259,0.000429867
3260,0.000429767
3261,0.0004299
3262,0.000429867
3263,0.000429933
3264,0.000429867
3265,0.00043
3266,0.000429867
3267,0.000429933
3268,0.000429833
3269,0.000429933
3270,0.000429867
3271,0.00043
3272,0.000429867
3273,0.00043
3274,0.000429933
3275,0.000429967
3276,0.000429833
3277,0.000429933
3278,0.000429933
3279,0.0004299
3280,0.000429933
3281,0.000429833
3282,0.000429833
3283,0.000429833
3284,0.000429833
3285,0.000429967
3286,0.000429833
3287,0.000429967
3288,0.0004299
3289,0.000429933
3290,0.000429867
3291,0.0004299
3292,0.0004299
3293,0.000430033
3294,0.000429933
3295,0.000429833
3296,0.0004299
3297,0.000429933
3298,0.000429967
3299,0.0004299
3300,0.0004299
3301,0.000429933
3302,0.0004298
3303,0.000429933
3304,0.000429867
3305,0.0004298
3306,0.000429967
3307,0.000429867
3308,0.000429933
3309,0.000429967
3310,0.000429867
3311,0.000429867
3312,0.000429867
3313,0.000429667
3314,0.000429933
3315,0.000429867
3316,0.0004298
3317,0.0004298
3318,0.000429933
3319,0.000429933
3320,0.000429967
3321,0.000429667
3322,0.000429967
3323,0.0004299
3324,0.0004298
3325,0.000429933
3326,0.000429867
3327,0.000429867
3328,0.000429833
3329,0.00043
3330,0.0004295
3331,0.000429867
3332,0.000429867
3333,0.000429967
3334,0.000429733
3335,0.00043
3336,0.000429867
3337,0.000429933
3338,0.000429867
3339,0.000429967
3340,0.000429933
3341,0.0004298
3342,0.0004298
3343,0.000429967
3344,0.0004299
3345,0.0004299
3346,0.0004298
3347,0.0004299
3348,0.0004298
3349,0.000429967
3350,0.0004299
3351,0.00043
3352,0.000429833
3353,0.000429867
3354,0.000429833
3355,0.000429933
3356,0.000429967
3357,0.000429833
3358,0.000429833
3359,0.00043
3360,0.000429933
3361,0.000429933
3362,0.0004298
3363,0.00043
3364,0.000429833
3365,0.00043
3366,0.000429767
3367,0.0004299
3368,0.000429867
3369,0.000430033
3370,0.0004299
3371,0.000429867
3372,0.000429933
3373,0.000429933
3374,0.0004298
3375,0.000429933
3376,0.000429833
3377,0.000429833
3378,0.000429967
3379,0.0004298
3380,0.000429933
3381,0.0004299
3382,0.0004299
3383,0.00043
3384,0.0004298
3385,0.000430033
3386,0.000429767
3387,0.00043
3388,0.000429833
3389,0.0004299
3390,0.000429933
3391,0.0004298
3392,0.0004297
3393,0.000429933
3394,0.0004299
3395,0.000429967
3396,0.000429833
3397,0.000429967
3398,0.000429867
3399,0.000429933
3400,0.0004299
3401,0.0004298
3402,0.0004298
3403,0.0004299
3404,0.000429867
3405,0.000430067
3406,0.0004298
3407,0.000429967
3408,0.000429867
3409,0.000429933
3410,0.000429833
3411,0.0004299
3412,0.0004299
3413,0.000429867
3414,0.0004298
3415,0.000429967
3416,0.0004297
3417,0.000429933
3418,0.000429933
3419,0.0004298
3420,0.0004299
3421,0.0004299
3422,0.000429833
3423,0.000429933
3424,0.00043
3425,0.000429833
3426,0.0004299
3427,0.000429867
3428,0.000429833
3429,0.000429967
3430,0.0004299
3431,0.000429933
3432,0.000430033
3433,0.000429833
3434,0.000429967
3435,0.000429767
3436,0.000429967
3437,0.0004395
3438,0.000429933
3439,0.0004299
3440,0.000429933
3441,0.000429867
3442,0.000429933
3443,0.000429833
3444,0.0004299
3445,0.000429967
3446,0.000429867
3447,0.00043
3448,0.0004298
3449,0.0004299
3450,0.000429967
3451,0.0004395
3452,0.000429967
3453,0.0004299
3454,0.000429867
3455,0.0004299
3456,0.000429833
3457,0.000429933
3458,0.000429967
3459,0.000429833
3460,0.000429833
3461,0.000429833
3462,0.000429767
3463,0.000429833
3464,0.00043
3465,0.000429867
3466,0.000429967
3467,0.000429833
3468,0.000429867
3469,0.000429867
3470,0.000429833
3471,0.000429933
3472,0.0004299
3473,0.000429833
3474,0.000429867
3475,0.000429933
3476,0.000429833
3477,0.0004299
3478,0.00043
3479,0.000429933
3480,0.000429767
3481,0.0004298
3482,0.0004299
3483,0.000429933
3484,0.000429833
3485,0.0004299
3486,0.0004298
3487,0.000429933
3488,0.000429867
3489,0.000429833
3490,0.0004299
3491,0.0004299
3492,0.000429933
3493,0.000429833
3494,0.000429867
3495,0.000429833
3496,0.0004299
3497,0.000429967
3498,0.000429833
3499,0.000429867
3500,0.000429867
3501,0.000429733
3502,0.00043
3503,0.000429933
3504,0.000429867
3505,0.0004299
3506,0.00043
3507,0.0004298
3508,0.000429867
3509,0.0004298
3510,0.000430033
3511,0.0004297
3512,0.000429867
3513,0.000429967
3514,0.0004298
3515,0.0004299
3516,0.000429867
3517,0.00043
3518,0.000429867
3519,0.000430067
3520,0.0004299
3521,0.000429933
3522,0.000429967
3523,0.000429933
3524,0.000429867
3525,0.000429867
3526,0.0004299
3527,0.0004298
3528,0.0004299
3529,0.000429833
3530,0.000429867
3531,0.000429967
3532,0.0004299
3533,0.000429967
3534,0.0004299
3535,0.000429567
3536,0.0004299
3537,0.000429833
3538,0.000429933
3539,0.000429967
3540,0.000429867
3541,0.000429867
3542,0.000429867
3543,0.000429767
3544,0.0004299
3545,0.00043
3546,0.000429967
3547,0.000429867
3548,0.000429867
3549,0.0004299
3550,0.000430033
3551,0.000429833
3552,0.000429967
3553,0.0004299
3554,0.000429933
3555,0.000429867
3556,0.000429933
3557,0.000429867
3558,0.000429967
3559,0.00043
3560,0.00043
3561,0.000429667
3562,0.0004299
3563,0.000429767
3564,0.000429967
3565,0.000429933
3566,0.000429967
3567,0.000429867
3568,0.000429933
3569,0.000429867
3570,0.000429833
3571,0.000429833
3572,0.000429967
3573,0.000429833
3574,0.000429967
3575,0.0004299
3576,0.000429833
3577,0.000429867
3578,0.000429933
3579,0.000429867
3580,0.0004299
3581,0.000429967
3582,0.0004299
3583,0.000429967
3584,0.0004299
3585,0.000429967
3586,0.00043
3587,0.0004298
3588,0.000429867
3589,0.000429867
3590,0.000429933
3591,0.0004298
3592,0.000429967
3593,0.0004298
3594,0.000429867
3595,0.0004299
3596,0.0004299
3597,0.000429933
3598,0.0004298
3599,0.000429767
3600,0.000429867
3601,0.000429967
3602,0.000429933
3603,0.00043
3604,0.0004298
3605,0.000429867
3606,0.000429767
3607,0.000429867
3608,0.000429867
3609,0.0004299
3610,0.0004299
3611,0.000429933
3612,0.00043
3613,0.000429733
3614,0.000429867
3615,0.0004298
3616,0.0004299
3617,0.000429867
3618,0.00043
3619,0.0004298
3620,0.000429967
3621,0.000429933
3622,0.0004299
3623,0.000429833
3624,0.0004299
3625,0.000429833
3626,0.000429867
3627,0.000429867
3628,0.000429867
3629,0.0004299
3630,0.000429867
3631,0.000429867
3632,0.000429833
3633,0.0004299
3634,0.0004299
3635,0.000429767
3636,0.000430067
3637,0.000429933
3638,0.000429867
3639,0.0004298
3640,0.0004298
3641,0.000429833
3642,0.000429933
3643,0.000429967
3644,0.000429833
3645,0.000429933
3646,0.000429867
3647,0.000429867
3648,0.0004299
3649,0.00043
3650,0.000429867
3651,0.000429867
3652,0.000429767
3653,0.000429867
3654,0.000429967
3655,0.000429767
3656,0.0004298
3657,0.000429833
3658,0.000429833
3659,0.000429867
3660,0.000429833
3661,0.000429833
3662,0.0004299
3663,0.000429867
3664,0.000429867
3665,0.000429867
3666,0.00043
3667,0.000429867
3668,0.000429933
3669,0.000429833
3670,0.000444233
3671,0.0004297
3672,0.0004299
3673,0.0004298
3674,0.000429933
3675,0.0004299
3676,0.000429967
3677,0.000429767
3678,0.000430067
3679,0.000429833
3680,0.0004299
3681,0.000429833
3682,0.000429833
3683,0.000439433
3684,0.000429967
3685,0.000429733
3686,0.0004299
3687,0.000429867
3688,0.000429833
3689,0.000429867
3690,0.000429967
3691,0.0004299
3692,0.000429933
3693,0.0004299
3694,0.000429867
3695,0.0004299
3696,0.000429933
3697,0.0004298
3698,0.000429933
3699,0.000429867
3700,0.0004299
3701,0.000429933
3702,0.0004298
3703,0.0004299
3704,0.000429933
3705,0.0004299
3706,0.000429867
3707,0.0004298
3708,0.0004298
3709,0.0004298
3710,0.0004299
3711,0.0004298
3712,0.000429867
3713,0.000430167
3714,0.000429633
3715,0.000429833
3716,0.000429867
3717,0.000429867
3718,0.000430067
3719,0.000429833
3720,0.000429933
3721,0.000429833
3722,0.000429967
3723,0.0004298
3724,0.000429933
3725,0.0004298
3726,0.000429933
3727,0.0004298
3728,0.000429933
3729,0.000429933
3730,0.0004299
3731,0.000429833
3732,0.000429933
3733,0.0004299
3734,0.000430033
3735,0.000429767
3736,0.00043
3737,0.0004299
3738,0.00043
3739,0.000429467
3740,0.000429833
3741,0.0004299
3742,0.000429933
3743,0.000429867
3744,0.000429933
3745,0.000429867
3746,0.00043
3747,0.0004298
3748,0.0004299
3749,0.000429933
3750,0.000429767
3751,0.0004299
3752,0.00043
3753,0.000429867
3754,0.000429933
3755,0.000429967
3756,0.000429833
3757,0.0004299
3758,0.000429933
3759,0.000429833
3760,0.0004299
3761,0.000429833
3762,0.000429867
3763,0.000429967
3764,0.000429967
3765,0.0004299
3766,0.000430033
3767,0.000429867
3768,0.0004299
3769,0.000429833
3770,0.000429833
3771,0.000429833
3772,0.0004299
3773,0.000429967
3774,0.000429833
3775,0.000429867
3776,0.000429867
3777,0.000429867
3778,0.000429833
3779,0.000429833
3780,0.000429833
3781,0.0004299
3782,0.000429933
3783,0.000429933
3784,0.000429967
3785,0.000429767
3786,0.0004298
3787,0.00043
3788,0.000429767
3789,0.000429933
3790,0.000429967
3791,0.0004299
3792,0.000429867
3793,0.0004299
3794,0.000429867
3795,0.000429867
3796,0.000429833
3797,0.000429833
3798,0.000429967
3799,0.000429967
3800,0.0004299
3801,0.0004299
3802,0.0004299
3803,0.000429833
3804,0.000429867
3805,0.0004299
3806,0.000429967
3807,0.0004299
3808,0.000429867
3809,0.000429867
3810,0.000429967
3811,0.000429867
3812,0.000429833
3813,0.000429833
3814,0.000429933
3815,0.000429833
3816,0.0004298
3817,0.0004298
3818,0.0004298
3819,0.000429867
3820,0.000429767
3821,0.0004299
3822,0.000429967
3823,0.000429833
3824,0.000429833
3825,0.0004299
3826,0.000429933
3827,0.0004299
3828,0.000429867
3829,0.0004298
3830,0.0004299
3831,0.0004298
3832,0.000429967
3833,0.000429867
3834,0.000429967
3835,0.000429933
3836,0.0004298
3837,0.0004298
3838,0.000429833
3839,0.0004299
3840,0.000429967
3841,0.000429933
3842,0.000429767
3843,0.000429967
3844,0.0004299
3845,0.000429833
3846,0.000429933
3847,0.0004299
3848,0.000429933
3849,0.0004299
3850,0.000429933
3851,0.000429967
3852,0.0004299
3853,0.00043
3854,0.000429867
3855,0.000429867
3856,0.0004299
3857,0.000429833
3858,0.0004299
3859,0.000429833
3860,0.000429767
3861,0.000429867
3862,0.000429833
3863,0.000429867
3864,0.000434733
3865,0.000429967
3866,0.000429767
3867,0.000429967
3868,0.000429867
3869,0.000429867
3870,0.000429833
3871,0.0004347
3872,0.0004298
3873,0.0004299
3874,0.000429967
3875,0.0004347
3876,0.000429867
3877,0.000434633
3878,0.000429867
3879,0.000429833
3880,0.0004347
3881,0.0004346
3882,0.0004346
3883,0.0004299
3884,0.0004346
3885,0.000429833
3886,0.000439467
3887,0.000444133
3888,0.000434667
3889,0.000448967
3890,0.0004394
3891,0.000444233
3892,0.000429933
3893,0.000434667
3894,0.000444267
3895,0.0004347
3896,0.000439333
3897,0.000453867
3898,0.0004348
3899,0.0004394
3900,0.000444267
3901,0.000448967
3902,0.000448867
3903,0.000448933
3904,0.000449067
3905,0.000472833
3906,0.000453833
3907,0.000453767
3908,0.000453833
3909,0.000453767
3910,0.000458533
3911,0.000458533
3912,0.000448967
3913,0.0004587
3914,0.0004633
3915,0.0004729
3916,0.000477633
3917,0.0004825
3918,0.0004777
3919,0.000482367
3920,0.000477767
3921,0.000482367
3922,0.000506233
3923,0.000487367
3924,0.000487233
3925,0.000487267
3926,0.000482467
3927,0.000516
3928,0.000501533
3929,0.000511167
3930,0.000515833
3931,0.0005256
3932,0.000534933
3933,0.000530233
3934,0.0005253
3935,0.000511233
3936,0.0005158
3937,0.000525533
3938,0.000520767
3939,0.000525533
3940,0.000539667
3941,0.000539867
3942,0.000530233
3943,0.0005302
3944,0.0005538
3945,0.000558967
3946,0.000573267
3947,0.000573233
3948,0.000573267
3949,0.000573267
3950,0.0005685
3951,0.0005733
3952,0.000573167
3953,0.0005732
3954,0.000573233
3955,0.000568467
3956,0.0005732
3957,0.000573167
3958,0.000573267
3959,0.0005732
3960,0.0005733
3961,0.000573267
3962,0.0005732
3963,0.0005732
3964,0.0005733
3965,0.000573267
3966,0.0005733
3967,0.0005732
3968,0.000573267
3969,0.000573167
3970,0.0005733
3971,0.000573233
3972,0.0005733
3973,0.000573333
3974,0.000573233
3975,0.000573233
3976,0.000573233
3977,0.0005732
3978,0.000573533
3979,0.000573
3980,0.0005732
3981,0.0005733
3982,0.000573233
3983,0.000573233
3984,0.000573267
3985,0.000573233
3986,0.000573267
3987,0.0005733
3988,0.000573267
3989,0.0005732
3990,0.000573267
3991,0.0005732
3992,0.000573333
3993,0.000573267
3994,0.000573267
3995,0.0005733
3996,0.000573267
3997,0.000573133
3998,0.000573267
3999,0.000573233
4000,0.000573267
4001,0.000573233
4002,0.000573233
4003,0.0005732
4004,0.000573267
4005,0.000573133
4006,0.000573233
4007,0.000573167
4008,0.000573367
4009,0.0005731
4010,0.000573333
4011,0.000573033
4012,0.000573333
4013,0.0005731
4014,0.000573267
4015,0.0005732
4016,0.0005734
4017,0.000573233
4018,0.000573267
4019,0.000573167
4020,0.000568567
4021,0.0005731
4022,0.000573133
4023,0.000573233
4024,0.000573333
4025,0.000573167
4026,0.000573267
4027,0.0005732
4028,0.000573367
4029,0.000573167
4030,0.000573267
4031,0.000573233
4032,0.000573367
4033,0.000573133
4034,0.000573233
4035,0.000573233
4036,0.0005733
4037,0.000573167
4038,0.000573267
4039,0.000573233
4040,0.000573267
4041,0.000573233
4042,0.000573267
4043,0.0005732
4044,0.000573267
4045,0.0005733
4046,0.000573233
4047,0.000573267
4048,0.000573267
4049,0.000573267
4050,0.000573267
4051,0.000573233
4052,0.000573233
4053,0.0005732
4054,0.0005732
4055,0.000573333
4056,0.000573167
4057,0.000573267
4058,0.0005733
4059,0.000573133
4060,0.000573267
4061,0.000573267
4062,0.000573233
4063,0.000573267
4064,0.000573333
4065,0.000573267
4066,0.0005733
4067,0.000573233
4068,0.0005733
4069,0.000573233
4070,0.000573233
4071,0.000573233
4072,0.000573267
4073,0.000573167
4074,0.0005732
4075,0.0005733
4076,0.000573267
4077,0.000573233
4078,0.000573233
4079,0.0005733
4080,0.000573233
4081,0.0005732
4082,0.0005733
4083,0.000582833
4084,0.000573233
4085,0.000573267
4086,0.000573233
4087,0.000573267
4088,0.000573267
4089,0.000573267
4090,0.000573233
4091,0.000573333
4092,0.000573233
4093,0.0005828
4094,0.000573267
4095,0.0005732
4096,0.000573333
4097,0.000573133
4098,0.000573367
4099,0.000573267
4100,0.000573233
4101,0.000573267
4102,0.000573167
4103,0.000573233
4104,0.0005733
4105,0.000573167
4106,0.000573267
4107,0.0005733
4108,0.0005733
4109,0.000573067
4110,0.0005733
4111,0.000573267
4112,0.000573233
4113,0.0005732
4114,0.000573333
4115,0.0005732
4116,0.000573333
4117,0.000573267
4118,0.000573267
4119,0.000573233
4120,0.000573233
4121,0.000573167
4122,0.0005732
4123,0.000573167
4124,0.000573333
4125,0.000573167
4126,0.000573233
4127,0.000573133
4128,0.000573267
4129,0.000573267
4130,0.000573267
4131,0.000573233
4132,0.0005733
4133,0.000573267
4134,0.000573333
4135,0.000573333
4136,0.0005732
4137,0.000573167
4138,0.000573233
4139,0.000573267
4140,0.000573233
4141,0.000573267
4142,0.000573233
4143,0.000573233
4144,0.000573233
4145,0.000573233
4146,0.000573133
4147,0.0005733
4148,0.000573167
4149,0.0005728
4150,0.0005733
4151,0.000573133
4152,0.000573233
4153,0.000573233
4154,0.0005733
4155,0.000573233
4156,0.000573167
4157,0.0005733
4158,0.0005733
4159,0.0005732
4160,0.000573167
4161,0.000573267
4162,0.0005733
4163,0.0005733
4164,0.000573167
4165,0.000573267
4166,0.000573267
4167,0.000573167
4168,0.000573267
4169,0.000573267
4170,0.000573233
4171,0.000573233
4172,0.000573233
4173,0.000573233
4174,0.0005733
4175,0.000573167
4176,0.0005732
4177,0.000573267
4178,0.000573267
4179,0.0005732
4180,0.000573267
4181,0.000573267
4182,0.000573267
4183,0.000573167
4184,0.0005732
4185,0.000573267
4186,0.000573533
4187,0.000573133
4188,0.000573267
4189,0.000573233
4190,0.000573233
4191,0.000573233
4192,0.0005733
4193,0.000573167
4194,0.000573333
4195,0.000573267
4196,0.0005732
4197,0.0005733
4198,0.0005733
4199,0.000573167
4200,0.000573267
4201,0.000573267
4202,0.000573233
4203,0.000573167
4204,0.000573333
4205,0.0005733
4206,0.000573233
4207,0.000573267
4208,0.0005732
4209,0.0005733
4210,0.000573267
4211,0.000573267
4212,0.000573233
4213,0.000573333
4214,0.000573133
4215,0.0005733
4216,0.000573267
4217,0.0005733
4218,0.000573267
4219,0.0005732
4220,0.000573233
4221,0.0005733
4222,0.000573267
4223,0.000573267
4224,0.000573233
4225,0.000573233
4226,0.0005733
4227,0.0005733
4228,0.000573267
4229,0.000573167
4230,0.000573233
4231,0.000573267
4232,0.000573267
4233,0.000573333
4234,0.0005732
4235,0.000573233
4236,0.0005733
4237,0.000573267
4238,0.000573233
4239,0.0005732
4240,0.0005733
4241,0.000573233
4242,0.000573267
4243,0.000573233
4244,0.000573167
4245,0.000573167
4246,0.000573267
4247,0.000573233
4248,0.000573233
4249,0.000573267
4250,0.000573233
4251,0.000573233
4252,0.0005732
4253,0.000573233
4254,0.000573233
4255,0.0005733
4256,0.000573233
4257,0.000568567
4258,0.0005732
4259,0.000573267
4260,0.000573367
4261,0.0005732
4262,0.000573333
4263,0.000573333
4264,0.0005732
4265,0.000573333
4266,0.0005732
4267,0.000573233
4268,0.0005876
4269,0.000573333
4270,0.000573267
4271,0.000573267
4272,0.000573233
4273,0.000572967
4274,0.000573467
4275,0.0005733
4276,0.000573
4277,0.0005732
4278,0.0005734
4279,0.0005733
4280,0.000572867
4281,0.000573233
4282,0.000573433
4283,0.000573367
4284,0.000573233
4285,0.000573067
4286,0.000573167
4287,0.000573467
4288,0.000573067
4289,0.000573167
4290,0.0005732
4291,0.0005733
4292,0.000573233
4293,0.000573267
4294,0.0005732
4295,0.000573433
4296,0.000573067
4297,0.000573167
4298,0.0005733
4299,0.000573233
4300,0.0005733
4301,0.000573333
4302,0.0005733
4303,0.000573333
4304,0.0005732
4305,0.000573367
4306,0.000573167
4307,0.0005732
4308,0.000573167
4309,0.000573233
4310,0.000573267
4311,0.0005733
4312,0.000568467
4313,0.000573233
4314,0.000573233
4315,0.0005733
4316,0.000573233
4317,0.000573267
4318,0.000573233
4319,0.000573167
4320,0.000573267
4321,0.000573233
4322,0.0005732
4323,0.000573233
4324,0.0005733
4325,0.000573267
4326,0.000573267
4327,0.000573233
4328,0.000573233
4329,0.000573267
4330,0.000573133
4331,0.000573233
4332,0.000573333
4333,0.000573333
4334,0.000573267
4335,0.000573433
4336,0.0005733
4337,0.0005732
4338,0.000573233
4339,0.000573233
4340,0.000573233
4341,0.0005733
4342,0.000573267
4343,0.000573167
4344,0.000573333
4345,0.000573133
4346,0.0005733
4347,0.0005733
4348,0.000573167
4349,0.000568433
4350,0.000573233
4351,0.000573233
4352,0.000573333
4353,0.0005733
4354,0.000572867
4355,0.000573267
4356,0.000573133
4357,0.000563733
4358,0.0005684
4359,0.0005732
4360,0.0005685
4361,0.000558933
4362,0.0005637
4363,0.0005588
4364,0.000563967
4365,0.000558967
4366,0.000558933
4367,0.0005445
4368,0.0005589
4369,0.000549367
4370,0.000558867
4371,0.0005637
4372,0.0005493
4373,0.000540733
4374,0.0005533
4375,0.000534933
4376,0.000539767
4377,0.000534933
4378,0.0005397
4379,0.000526433
4380,0.0005446
4381,0.0005207
4382,0.000529467
4383,0.000525367
4384,0.0005406
4385,0.000533933
4386,0.000516933
4387,0.0005294
4388,0.0005207
4389,0.000516633
4390,0.000524667
4391,0.000515733
4392,0.000511933
4393,0.000515933
4394,0.0005243
4395,0.0005122
4396,0.000506433
4397,0.000520667
4398,0.0005063
4399,0.000510267
4400,0.000507267
4401,0.000506167
4402,0.0005016
4403,0.000511233
4404,0.0005015
4405,0.000510333
4406,0.000501633
4407,0.000491733
4408,0.0004931
4409,0.000492033
4410,0.000505233
4411,0.000496733
4412,0.000493033
4413,0.000492
4414,0.000491967
4415,0.000486367
4416,0.000473933
4417,0.000487167
4418,0.0004921
4419,0.0004969
4420,0.000482367
4421,0.000482433
4422,0.000476867
4423,0.0004832
4424,0.000487233
4425,0.0004871
4426,0.000482433
4427,0.0004778
4428,0.000477633
4429,0.000472967
4430,0.000477633
4431,0.000476667
4432,0.000459633
4433,0.000463367
4434,0.000452767
4435,0.0004596
4436,0.0004396
4437,0.000453667
4438,0.0004671
4439,0.0004643
4440,0.000463467
4441,0.000463367
4442,0.000468167
4443,0.000482367
4444,0.0004729
4445,0.0004537
4446,0.000458633
4447,0.000449033
4448,0.000458533
4449,0.0004585
4450,0.000453833
4451,0.000449033
4452,0.000444267
4453,0.000449033
4454,0.0004585
4455,0.000434567
4456,0.000449133
4457,0.000449
4458,0.0004394
4459,0.000444233
4460,0.0004479
4461,0.000445267
4462,0.000439433
4463,0.000434767
4464,0.000429867
4465,0.000434667
4466,0.0004299
4467,0.000429767
4468,0.000439433
4469,0.000429767
4470,0.0004299
4471,0.000434633
4472,0.0004301
4473,0.000429867
4474,0.000439367
4475,0.0004349
4476,0.000429667
4477,0.0004298
4478,0.000434767
4479,0.000429767
4480,0.000429967
4481,0.000429933
4482,0.0004299
4483,0.000434633
4484,0.000429833
4485,0.000429933
4486,0.000429833
4487,0.0004348
4488,0.000429867
4489,0.000429867
4490,0.0004299
4491,0.000429933
4492,0.0004299
4493,0.0004299
4494,0.0004298
4495,0.0004299
4496,0.000430033
4497,0.000429867
4498,0.000429933
4499,0.0004299
4500,0.000429967
4501,0.0004298
4502,0.000429767
4503,0.000429767
4504,0.000430067
4505,0.000434633
4506,0.000429533
4507,0.0004301
4508,0.000429967
4509,0.000429833
4510,0.000429933
4511,0.000429833
4512,0.000429867
4513,0.000430033
4514,0.000429733
4515,0.000429767
4516,0.0004297
4517,0.000429767
4518,0.000429767
4519,0.000429867
4520,0.00043
4521,0.000429867
4522,0.000429933
4523,0.0004299
4524,0.000429933
4525,0.0004295
4526,0.000430067
4527,0.000429867
4528,0.000429933
4529,0.000429567
4530,0.000430133
4531,0.0004347
4532,0.000429867
4533,0.0004299
4534,0.0004297
4535,0.0004301
4536,0.000429967
4537,0.000429767
4538,0.000429867
4539,0.000430133
4540,0.0004297
4541,0.0004298
4542,0.000429933
4543,0.000429867
4544,0.0004301
4545,0.000429667
4546,0.0004299
4547,0.0004299
4548,0.000430133
4549,0.000429667
4550,0.0004296
4551,0.000430267
4552,0.000429867
4553,0.0004344
4554,0.0004299
4555,0.000430167
4556,0.000429633
4557,0.000429867
4558,0.000429733
4559,0.0004296
4560,0.0004298
4561,0.000429667
4562,0.000429833
4563,0.000429833
4564,0.0004298
4565,0.000430033
4566,0.000429833
4567,0.000429933
4568,0.0004299
4569,0.000429833
4570,0.0004298
4571,0.00043
4572,0.000429967
4573,0.000429633
4574,0.000430067
4575,0.000429833
4576,0.000429867
4577,0.0004299
4578,0.000429767
4579,0.000430067
4580,0.0004296
4581,0.000434767
4582,0.000429833
4583,0.000430033
4584,0.0004299
4585,0.0004299
4586,0.000429767
4587,0.000429867
4588,0.0004303
4589,0.000429533
4590,0.000429933
4591,0.000429733
4592,0.0004299
4593,0.000429733
4594,0.000429867
4595,0.000429933
4596,0.000429833
4597,0.0004299
4598,0.000429767
4599,0.000429867
4600,0.0004298
4601,0.000429933
4602,0.0004298
4603,0.000429967
4604,0.000429833
4605,0.0004298
4606,0.000434667
4607,0.0004299
4608,0.0004299
4609,0.000429967
4610,0.000429867
4611,0.0004298
4612,0.000430033
4613,0.000429867
4614,0.000429867
4615,0.0004299
4616,0.000429833
4617,0.000429933
4618,0.000429833
4619,0.000429933
4620,0.000429967
4621,0.000429933
4622,0.000429833
4623,0.0004298
4624,0.0004299
4625,0.0004298
4626,0.000429967
4627,0.000429767
4628,0.000429967
4629,0.000429867
4630,0.000429867
4631,0.000429867
4632,0.0004298
4633,0.0004299
4634,0.0004299
4635,0.0004298
4636,0.000429867
4637,0.000429933
4638,0.000429767
4639,0.000429933
4640,0.000429833
4641,0.0004299
4642,0.000429933
4643,0.0004298
4644,0.000429933
4645,0.0004298
4646,0.00043
4647,0.000429867
4648,0.000429933
4649,0.000429867
4650,0.000429933
4651,0.000429867
4652,0.000429833
4653,0.0004299
4654,0.0004299
4655,0.0004347
4656,0.0004299
4657,0.0004299
4658,0.0004299
4659,0.0004299
4660,0.0004299
4661,0.0004298
4662,0.00043
4663,0.000429867
4664,0.000429833
4665,0.0004299
4666,0.000429833
4667,0.0004299
4668,0.0004298
4669,0.000429867
4670,0.000429833
4671,0.000429967
4672,0.000443933
4673,0.00043
4674,0.000429933
4675,0.000429733
4676,0.0004299
4677,0.0004299
4678,0.0004299
4679,0.000429867
4680,0.000429967
4681,0.000429833
4682,0.000429933
4683,0.000429867
4684,0.000429833
4685,0.000429833
4686,0.000439467
4687,0.0004299
4688,0.000429967
4689,0.000429833
4690,0.000429933
4691,0.000429833
4692,0.000429767
4693,0.000430033
4694,0.000429833
4695,0.000429967
4696,0.000429867
4697,0.00043
4698,0.000429867
4699,0.000429933
4700,0.000429767
4701,0.000429967
4702,0.0004299
4703,0.000429833
4704,0.000429867
4705,0.000429967
4706,0.000429933
4707,0.000429833
4708,0.000429967
4709,0.000429933
4710,0.000429967
4711,0.000429933
4712,0.000429833
4713,0.000429967
4714,0.0004297
